,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
8358,YDQA18A,"How bad were the problems [he/she] had with [his/her] [schoolwork/work] because of this? Would you say: very bad, bad, or not too bad?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8359,YDQA19,"At that time, did having trouble paying attention or concentrating cause __________'s teachers/boss] to be annoyed or upset with [him/her]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8360,YDQA19,"At that time, did having trouble paying attention or concentrating cause __________'s teachers/boss] to be annoyed or upset with [him/her]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8361,YDQA19A,"How often [were/was] [his/her] [teachers/boss] annoyed or upset with [him/her] because of this? Would you say: a lot of the time, some of the time, or hardly ever?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8362,YDQA19A,"How often [were/was] [his/her] [teachers/boss] annoyed or upset with [him/her] because of this? Would you say: a lot of the time, some of the time, or hardly ever?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8363,YDQA20,"When the problems were worst, did it seem like having trouble paying attention or concentrating made [him/her] feel bad or made [him/her] feel upset?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8364,YDQA20,"When the problems were worst, did it seem like having trouble paying attention or concentrating made [him/her] feel bad or made [him/her] feel upset?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8365,YDQA20A,"How bad did this seem to make [him/her] feel? Would you say: very bad, bad, or not too bad?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8366,YDQA20A,"How bad did this seem to make [him/her] feel? Would you say: very bad, bad, or not too bad?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8367,YDQA21,"You said that in the last year [he/she] [NAME SYMPTOMS IN YDQA01--YDQA10G]. <P>
Now I want you to think back to before the last year...since the time [he/she] turned five years old up until the last twelve months. <P>
Since [he/she] turned five years old, was there ever a time when [he/she] had more trouble paying attention or concentrating than [he/she] has in the last year?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8368,YDQA21,"You said that in the last year [he/she] [NAME SYMPTOMS IN YDQA01--YDQA10G]. <P>
Now I want you to think back to before the last year...since the time [he/she] turned five years old up until the last twelve months. <P>
Since [he/she] turned five years old, was there ever a time when [he/she] had more trouble paying attention or concentrating than [he/she] has in the last year?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8369,YDQA21Ay,How old was [he/she] when it was worst?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8370,YDQA21Ay,How old was [he/she] when it was worst?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8371,YDQA21Az,What grade was [he/she] in?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8372,YDQA21Az,What grade was [he/she] in?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8373,YDQA22,"I would now like to ask you some questions about being overactive or hyperactive. <p>
Everybody has times when they are very active. What we want to know is whether ________ is overactive most of the time.<p>
In the last year   that is, since [NAME CURRENT MONTH] of last year was [he/she] often ""on the go"" or did [he/she] move around as if [he/she] was ""driven by a  motor""?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8374,YDQA22,"I would now like to ask you some questions about being overactive or hyperactive. <p>
Everybody has times when they are very active. What we want to know is whether ________ is overactive most of the time.<p>
In the last year   that is, since [NAME CURRENT MONTH] of last year was [he/she] often ""on the go"" or did [he/she] move around as if [he/she] was ""driven by a  motor""?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8375,YDQA22A,Did [he/she] move around this much for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8376,YDQA22A,Did [he/she] move around this much for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8377,YDQA22B,"When [he/she] was at home, was [he/she] often ""on the go"" or did [he/she] move around as if [he/she] was ""driven by a motor""?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8378,YDQA22B,"When [he/she] was at home, was [he/she] often ""on the go"" or did [he/she] move around as if [he/she] was ""driven by a motor""?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8379,YDQA22C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8380,YDQA22C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8381,YDQA22D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] moved around a lot?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8382,YDQA22D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] moved around a lot?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8383,YDQA23,"In the last year (that is, since [NAME CURRENT MONTH] of last year), was [he/she] often fidgety or restless? That is, fiddling with [his/her] hands or jiggling [his/her] feet or twisting around in [his/her] seat?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8384,YDQA23,"In the last year (that is, since [NAME CURRENT MONTH] of last year), was [he/she] often fidgety or restless? That is, fiddling with [his/her] hands or jiggling [his/her] feet or twisting around in [his/her] seat?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8385,YDQA23A,Was [he/she] fidgety or restless like this for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8386,YDQA23A,Was [he/she] fidgety or restless like this for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8387,YDQA23B,"When [he/she] was at home, was [he/she] often fidgety or restless?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8388,YDQA23B,"When [he/she] was at home, was [he/she] often fidgety or restless?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8389,YDQA23C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8390,YDQA23C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8391,YDQA23D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often been fidgety or restless?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8392,YDQA23D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often been fidgety or restless?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8393,YDQA24,"Sometimes people are supposed to stay in their seats, like at school or when they go  somewhere like to the movies or to a library or to a restaurant. <p>
In the last year (that is, since [NAME CURRENT MONTH] of last year), has [he/she] often left [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8394,YDQA24,"Sometimes people are supposed to stay in their seats, like at school or when they go  somewhere like to the movies or to a library or to a restaurant. <p>
In the last year (that is, since [NAME CURRENT MONTH] of last year), has [he/she] often left [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8395,YDQA24A,Did this trouble with staying in [his/her] seat go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8396,YDQA24A,Did this trouble with staying in [his/her] seat go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8397,YDQA24B,"When [he/she] was at home, did [he/she] often leave [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8398,YDQA24B,"When [he/she] was at home, did [he/she] often leave [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8399,YDQA24C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8400,YDQA24C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8401,YDQA24D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often left [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8402,YDQA24D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often left [his/her] seat when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8403,YDQA25,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did [he/she] often climb on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8404,YDQA25,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did [he/she] often climb on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8405,YDQA25A,Did this problem of climbing or running around too much go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8406,YDQA25A,Did this problem of climbing or running around too much go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8407,YDQA25B,"When [he/she] was at home, did [he/she] often climb on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8408,YDQA25B,"When [he/she] was at home, did [he/she] often climb on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8409,YDQA25C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8410,YDQA25C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8411,YDQA25D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often climbed on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8412,YDQA25D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often climbed on things or run around when [he/she] wasn't supposed to?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8413,YDQA26,"In the last year (that is, since [NAME CURRENT MONTH] of last year), when ________ had to sit still, for say more than ten minutes, did [he/she] nearly always seem restless, as if  [he/she] wanted to kick [his/her] feet or get up and move around?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8414,YDQA26,"In the last year (that is, since [NAME CURRENT MONTH] of last year), when ________ had to sit still, for say more than ten minutes, did [he/she] nearly always seem restless, as if  [he/she] wanted to kick [his/her] feet or get up and move around?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8415,YDQA26A,Did this problem of being restless go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8416,YDQA26A,Did this problem of being restless go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8417,YDQA26B,"When [he/she] was at home, did [he/she] often seem restless when [he/she] had to sit still?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8418,YDQA26B,"When [he/she] was at home, did [he/she] often seem restless when [he/she] had to sit still?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8419,YDQA26C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8420,YDQA26C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8421,YDQA26D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often seemed restless when [he/she] had to sit still?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8422,YDQA26D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often seemed restless when [he/she] had to sit still?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8423,YDQA27,"In the last year that is, since [NAME CURRENT MONTH] of last year did [he/she] often talk a lot more than other children/people [his/her] age?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8424,YDQA27,"In the last year that is, since [NAME CURRENT MONTH] of last year did [he/she] often talk a lot more than other children/people [his/her] age?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8425,YDQA27A,Did this trouble with talking too much go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8426,YDQA27A,Did this trouble with talking too much go on for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8427,YDQA27B,"When [he/she] was at home, did [he/she] often talk too much?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8428,YDQA27B,"When [he/she] was at home, did [he/she] often talk too much?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8429,YDQA27C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8430,YDQA27C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8431,YDQA27D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often talked a lot more than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8432,YDQA27D,"Now, what about the last four weeks? <P>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often talked a lot more than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8433,YDQA28,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did 
[he/she] often make much more noise than other [children/people [his/her] age] when  [he/she] was [playing/having fun]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8434,YDQA28,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did 
[he/she] often make much more noise than other [children/people [his/her] age] when  [he/she] was [playing/having fun]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8435,YDQA28A,Did [he/she] often make a lot of noise when [he/she] was [playing/having fun] for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8436,YDQA28A,Did [he/she] often make a lot of noise when [he/she] was [playing/having fun] for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8437,YDQA28B,"When [he/she] was at home, did [he/she] often make much more noise than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8438,YDQA28B,"When [he/she] was at home, did [he/she] often make much more noise than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8439,YDQA28C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8440,YDQA28C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8441,YDQA28D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often made much more noise than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8442,YDQA28D,"Now, what about the last four weeks? <p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often made much more noise than other [children/people [his/her] age]?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8443,YDQA29,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did [he/she] often interrupt other people when they were talking or when they were busy?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8444,YDQA29,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did [he/she] often interrupt other people when they were talking or when they were busy?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8445,YDQA29A,Did [he/she] interrupt people often for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8446,YDQA29A,Did [he/she] interrupt people often for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8447,YDQA29B,"When [he/she] was at home, did [he/she] often interrupt other people?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8448,YDQA29B,"When [he/she] was at home, did [he/she] often interrupt other people?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8449,YDQA29C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8450,YDQA29C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8451,YDQA29D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often interrupted other people?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8452,YDQA29D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often interrupted other people?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8453,YDQA30,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did ________ often butt in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8454,YDQA30,"In the last year (that is, since [NAME CURRENT MONTH] of last year), did ________ often butt in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8455,YDQA30A,Did [he/she] often butt in on what other people were doing for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8456,YDQA30A,Did [he/she] often butt in on what other people were doing for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8457,YDQA30B,"When [he/she] was at home, did [he/she] often butt in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8458,YDQA30B,"When [he/she] was at home, did [he/she] often butt in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8459,YDQA30C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8460,YDQA30C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8461,YDQA30D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end o of [LAST MONTH]]), has [he/she] often butted in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8462,YDQA30D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end o of [LAST MONTH]]), has [he/she] often butted in on what other people were doing?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8463,YDQA31,"In the last year that is, since [NAME CURRENT MONTH] of last year did [he/she] often blurt out answers before someone could finish asking the question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8464,YDQA31,"In the last year that is, since [NAME CURRENT MONTH] of last year did [he/she] often blurt out answers before someone could finish asking the question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8465,YDQA31A,Did [he/she] often blurt out answers like this for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8466,YDQA31A,Did [he/she] often blurt out answers like this for six months or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8467,YDQA31B,"When [he/she] was at home, did [he/she] often blurt out answers before someone could finish their question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8468,YDQA31B,"When [he/she] was at home, did [he/she] often blurt out answers before someone could finish their question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8469,YDQA31C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8470,YDQA31C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8471,YDQA31D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often blurted out answers before someone could finish their question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8472,YDQA31D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often blurted out answers before someone could finish their question?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8473,YDQA32,"In the last year (that is, since [NAME CURRENT MONTH] of last year), has [he/she]  often had trouble waiting for [his/her] turn, like when [he/she] was standing in line, or  playing a game?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8474,YDQA32,"In the last year (that is, since [NAME CURRENT MONTH] of last year), has [he/she]  often had trouble waiting for [his/her] turn, like when [he/she] was standing in line, or  playing a game?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8475,YDQA32A,Did this trouble with waiting for [his/her] turn go on for six months     or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8476,YDQA32A,Did this trouble with waiting for [his/her] turn go on for six months     or longer?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8477,YDQA32B,"When [he/she] was at home, did [he/she] have trouble waiting for [his/her] turn?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8478,YDQA32B,"When [he/she] was at home, did [he/she] have trouble waiting for [his/her] turn?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8479,YDQA32C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8480,YDQA32C,How about when [he/she] was (at [school/work] or) other places?,YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8481,YDQA32D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often had trouble waiting for [his/her] turn?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
8482,YDQA32D,"Now, what about the last four weeks?<p>
(Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]]), has [he/she] often had trouble waiting for [his/her] turn?",YDQA,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,2000,2004,Questionnaire,RDC Only
